year,movieId,rating
1973.0,26294,2
1973.0,26302,1
1973.0,26303,2
1973.0,26320,1
1973.0,26326,5
1973.0,27109,2
1973.0,31923,2
1973.0,32632,1
1973.0,45942,1
1973.0,53887,1
1973.0,66246,2
1973.0,102666,1
1974.0,1011,9
1974.0,1221,135
1974.0,1252,76
1974.0,1278,74
1974.0,1329,1
1974.0,2074,1
1974.0,2459,17
1974.0,2521,9
1974.0,2524,10
1974.0,2535,6
1974.0,3384,3
1974.0,3430,7
1974.0,3590,3
1974.0,3639,18
1974.0,3671,62
1974.0,3672,8
1974.0,3730,23
1974.0,3738,5
1974.0,3769,5
1974.0,3847,1
1974.0,4220,6
1974.0,4789,1
1974.0,5003,1
1974.0,5056,4
1974.0,5088,1
1974.0,5341,4
1974.0,5395,1
1974.0,5980,1
1974.0,6408,1
1974.0,6509,1
1974.0,7071,2
1974.0,7093,1
1974.0,7178,1
1974.0,7720,2
1974.0,7792,3
1974.0,7817,2
1974.0,7892,1
1974.0,7895,1
1974.0,8838,5
1974.0,8879,5
1974.0,8998,4
1974.0,26313,2
1974.0,26317,1
1974.0,26318,2
1974.0,26322,1
1974.0,26323,1
1974.0,26324,1
1974.0,26325,1
1974.0,32211,1
1974.0,32735,1
1974.0,47330,1
1974.0,50245,1
1974.0,59935,1
1974.0,66019,2
1974.0,75990,1
1974.0,85316,1
1974.0,88106,1
1975.0,1007,11
1975.0,1009,18
1975.0,1125,28
1975.0,1136,145
1975.0,1193,144
1975.0,1303,15
1975.0,1387,108
1975.0,1913,7
1975.0,2239,3
1975.0,2303,21
1975.0,2346,14
1975.0,2657,63
1975.0,2730,12
1975.0,2819,15
1975.0,2877,9
1975.0,2981,1
1975.0,3099,9
1975.0,3362,29
1975.0,3415,2
1975.0,3470,4
1975.0,3814,13
1975.0,4045,1
1975.0,4863,1
1975.0,5117,1
1975.0,5301,1
1975.0,5302,1
1975.0,5356,1
1975.0,5473,1
1975.0,5522,4
1975.0,7115,2
1975.0,7236,2
1975.0,7577,2
1975.0,7899,3
1975.0,7921,1
1975.0,7991,3
1975.0,8264,3
1975.0,8290,1
1975.0,8727,1
1975.0,8851,1
1975.0,26338,1
1975.0,26342,1
1975.0,26346,1
1975.0,26349,1
1975.0,26350,1
1975.0,31104,1
1975.0,31270,2
1975.0,34435,1
1975.0,62764,1
1975.0,92756,1
1976.0,111,118
1976.0,495,8
1976.0,1341,4
1976.0,1345,37
1976.0,1350,25
1976.0,1954,69
1976.0,2095,4
1976.0,2177,2
1976.0,2238,3
1976.0,2367,11
1976.0,2528,28
1976.0,2853,2
1976.0,3371,4
1976.0,3504,38
1976.0,3508,13
1976.0,3551,17
1976.0,3612,1
1976.0,3726,4
1976.0,3985,1
1976.0,4710,2
1976.0,4945,1
1976.0,5021,5
1976.0,5139,3
1976.0,5490,2
1976.0,6184,5
1976.0,6256,1
1976.0,6410,2
1976.0,6530,4
1976.0,6663,8
1976.0,6787,20
1976.0,6798,1
1976.0,7024,2
1976.0,7126,1
1976.0,7334,3
1976.0,7935,1
1976.0,8927,2
1976.0,8999,1
1976.0,26366,2
1976.0,26371,1
1976.0,26375,2
1976.0,31284,1
1976.0,31921,1
1976.0,32728,2
1976.0,32797,1
1976.0,41714,1
1976.0,47152,2
1976.0,57430,1
1976.0,104662,1
1976.0,105763,1
1976.0,114464,1
1976.0,114766,1
1977.0,260,291
1977.0,1030,18
1977.0,1230,80
1977.0,1331,3
1977.0,1998,2
1977.0,2014,15
1977.0,2037,3
1977.0,2051,4
1977.0,2090,14
1977.0,2522,11
1977.0,2523,3
1977.0,2923,1
1977.0,3244,14
1977.0,3294,1
1977.0,3339,1
1977.0,3471,62
1977.0,3635,22
1977.0,3674,3
1977.0,3676,14
1977.0,3760,9
1977.0,3807,5
1977.0,4437,4
1977.0,4810,2
1977.0,4911,3
1977.0,4927,1
1977.0,4928,3
1977.0,4947,2
1977.0,5121,3
1977.0,5141,2
1977.0,5214,4
1977.0,5247,6
1977.0,5292,8
1977.0,5588,1
1977.0,5693,11
1977.0,5965,1
1977.0,6021,2
1977.0,6234,1
1977.0,6465,1
1977.0,7029,1
1977.0,7095,1
1977.0,7415,1
1977.0,7492,1
1977.0,7586,1
1977.0,7920,2
1977.0,7980,7
1977.0,8261,1
1977.0,26386,2
1977.0,26391,2
1977.0,26393,1
1977.0,26394,1
1977.0,26403,2
1977.0,31150,2
1977.0,31193,4
1977.0,32234,2
1977.0,50641,2
1977.0,52767,5
1977.0,69849,1
1977.0,71180,1
1977.0,77808,1
1977.0,78967,1
1977.0,121126,1
1978.0,1194,15
1978.0,1263,48
1978.0,1380,90
1978.0,1388,27
1978.0,1982,26
1978.0,2038,8
1978.0,2055,1
1978.0,2091,3
1978.0,2116,19
1978.0,2131,5
1978.0,2138,14
1978.0,2163,9
1978.0,2534,1
1978.0,2640,75
1978.0,2779,21
1978.0,2789,5
1978.0,2866,10
1978.0,2924,6
1978.0,2932,6
1978.0,3015,6
1978.0,3024,3
1978.0,3204,7
1978.0,3304,3
1978.0,3421,59
1978.0,3445,9
1978.0,3498,13
1978.0,3519,6
1978.0,3560,1
1978.0,3724,13
1978.0,3732,3
1978.0,3813,6
1978.0,4201,1
1978.0,4212,5
1978.0,4316,2
1978.0,4441,3
1978.0,4705,4
1978.0,4925,2
1978.0,5087,1
1978.0,5352,1
1978.0,5382,5
1978.0,5385,6
1978.0,5735,3
1978.0,5834,1
1978.0,5891,1
1978.0,6316,5
1978.0,6725,1
1978.0,6730,1
1978.0,6779,2
1978.0,6990,3
1978.0,7001,7
1978.0,7107,3
1978.0,7387,10
1978.0,8499,4
1978.0,8596,3
1978.0,26400,1
1978.0,26404,1
1978.0,26413,1
1978.0,26414,1
1978.0,33912,1
1978.0,44911,1
1978.0,51277,2
1978.0,52319,2
1979.0,1080,91
1979.0,1161,8
1979.0,1208,112
1979.0,1214,127
1979.0,1232,10
1979.0,1244,54
1979.0,1292,28
1979.0,1327,13
1979.0,1371,47
1979.0,1955,31
1979.0,2016,4
1979.0,2034,9
1979.0,2109,51
1979.0,2409,17
1979.0,2526,1
1979.0,2536,3
1979.0,2537,2
1979.0,2862,8
1979.0,2901,9
1979.0,2971,20
1979.0,3040,6
1979.0,3135,9
1979.0,3359,19
1979.0,3396,35
1979.0,3420,13
1979.0,3428,3
1979.0,3506,4
1979.0,3638,23
1979.0,3702,35
1979.0,3804,2
1979.0,4197,1
1979.0,4292,7
1979.0,4811,2
1979.0,4893,1
1979.0,5165,3
1979.0,5489,6
1979.0,5544,3
1979.0,5600,1
1979.0,5642,1
1979.0,6032,2
1979.0,6170,5
1979.0,6413,5
1979.0,6521,1
1979.0,6658,5
1979.0,6665,1
1979.0,6735,2
1979.0,6748,1
1979.0,7104,4
1979.0,7698,4
1979.0,7762,1
1979.0,7764,1
1979.0,7802,5
1979.0,7948,1
1979.0,7990,1
1979.0,8253,3
1979.0,8340,3
1979.0,8899,1
1979.0,8923,2
1979.0,26409,1
1979.0,26422,1
1979.0,26425,3
1979.0,26430,1
1979.0,26435,1
1979.0,31502,1
1979.0,31522,2
1979.0,39941,1
1979.0,42163,2
1979.0,43177,1
1979.0,55652,1
1979.0,55757,1
1979.0,68614,1
1979.0,120821,1
1980.0,1128,6
1980.0,1130,8
1980.0,1135,23
1980.0,1196,234
1980.0,1220,94
1980.0,1228,50
1980.0,1258,101
1980.0,1286,18
1980.0,1956,31
1980.0,1974,17
1980.0,1987,4
1980.0,2050,6
1980.0,2088,25
1980.0,2130,12
1980.0,2150,36
1980.0,2240,13
1980.0,2286,3
1980.0,2290,8
1980.0,2313,28
1980.0,2525,5
1980.0,2641,38
1980.0,2791,106
1980.0,2851,3
1980.0,2950,19
1980.0,2988,8
1980.0,3091,5
1980.0,3235,3
1980.0,3552,54
1980.0,3587,1
1980.0,3619,1
1980.0,3649,11
1980.0,3811,9
1980.0,3834,4
1980.0,4177,3
1980.0,4198,1
1980.0,4291,9
1980.0,4706,1
1980.0,4713,5
1980.0,4714,3
1980.0,4716,1
1980.0,4717,1
1980.0,4751,1
1980.0,4752,2
1980.0,4826,2
1980.0,4830,2
1980.0,4831,1
1980.0,4832,2
1980.0,4833,3
1980.0,4834,2
1980.0,4835,8
1980.0,4836,2
1980.0,4837,2
1980.0,4840,1
1980.0,4842,1
1980.0,4932,4
1980.0,4933,1
1980.0,4936,8
1980.0,4941,7
1980.0,4956,2
1980.0,5042,1
1980.0,5043,1
1980.0,5125,1
1980.0,5179,2
1980.0,5180,1
1980.0,5182,1
1980.0,5186,2
1980.0,5187,3
1980.0,5193,3
1980.0,5198,1
1980.0,5199,1
1980.0,5202,2
1980.0,5205,1
1980.0,5208,1
1980.0,5238,2
1980.0,5241,2
1980.0,5242,1
1980.0,5243,1
1980.0,5244,1
1980.0,5246,2
1980.0,5250,5
1980.0,5413,1
1980.0,5696,1
1980.0,5699,1
1980.0,5700,2
1980.0,5703,1
1980.0,5705,4
1980.0,6000,1
1980.0,6835,1
1980.0,7790,1
1980.0,8853,1
1980.0,8906,4
1980.0,69241,1
1980.0,71650,1
1980.0,72612,1
1980.0,77658,6
1980.0,109205,1
1980.0,112577,1
1981.0,610,33
1981.0,681,1
1981.0,1033,21
1981.0,1124,28
1981.0,1129,48
1981.0,1198,220
1981.0,1233,51
1981.0,1264,14
1981.0,1321,38
1981.0,1335,1
1981.0,1663,40
1981.0,1957,42
1981.0,1975,9
1981.0,1983,8
1981.0,2041,6
1981.0,2044,4
1981.0,2075,3
1981.0,2254,1
1981.0,2301,18
1981.0,2639,10
1981.0,2790,6
1981.0,2872,16
1981.0,2878,2
1981.0,2917,22
1981.0,2929,14
1981.0,2968,43
1981.0,2989,18
1981.0,3021,1
1981.0,3029,2
1981.0,3036,4
1981.0,3048,2
1981.0,3397,10
1981.0,3524,17
1981.0,3529,9
1981.0,3621,1
1981.0,3679,4
1981.0,3703,29
1981.0,3725,4
1981.0,3731,2
1981.0,3734,8
1981.0,3805,1
1981.0,3970,3
1981.0,3971,1
1981.0,4105,24
1981.0,4179,3
1981.0,4396,4
1981.0,4415,1
1981.0,4417,1
1981.0,4443,4
1981.0,4696,2
1981.0,4784,4
1981.0,5039,1
1981.0,5203,1
1981.0,5210,1
1981.0,5237,4
1981.0,5427,1
1981.0,5518,1
1981.0,5540,10
1981.0,5655,2
1981.0,5707,5
1981.0,5710,1
1981.0,5712,3
1981.0,5715,1
1981.0,5718,1
1981.0,5723,1
1981.0,5729,2
1981.0,5732,2
1981.0,5734,1
1981.0,5742,1
1981.0,5745,1
1981.0,5746,1
1981.0,5747,7
1981.0,5752,3
1981.0,5754,1
1981.0,5765,1
1981.0,5768,1
1981.0,5772,3
1981.0,5773,1
1981.0,5777,1
1981.0,5779,1
1981.0,5780,4
1981.0,5782,22
1981.0,5846,1
1981.0,5847,3
1981.0,5850,1
1981.0,5853,3
1981.0,5854,1
1981.0,5857,1
1981.0,5859,2
1981.0,5864,1
1981.0,5866,1
1981.0,5867,3
1981.0,5868,1
1981.0,5869,1
1981.0,5910,1
1981.0,5913,1
1981.0,5914,2
1981.0,5915,2
1981.0,5917,1
1982.0,541,146
1982.0,921,20
1982.0,1081,29
1982.0,1096,26
1982.0,1097,160
1982.0,1150,10
1982.0,1293,46
1982.0,1298,24
1982.0,1326,3
1982.0,1346,9
1982.0,1374,72
1982.0,1381,19
1982.0,1587,24
1982.0,1976,6
1982.0,1984,8
1982.0,1994,38
1982.0,2068,10
1982.0,2104,3
1982.0,2105,47
1982.0,2110,15
1982.0,2139,27
1982.0,2140,28
1982.0,2255,5
1982.0,2256,1
1982.0,2288,33
1982.0,2403,18
1982.0,2410,21
1982.0,2518,9
1982.0,2659,3
1982.0,2668,10
1982.0,2757,7
1982.0,2792,25
1982.0,2919,17
1982.0,2970,6
1982.0,3016,15
1982.0,3047,1
1982.0,3068,17
1982.0,3210,52
1982.0,3221,2
1982.0,3313,2
1982.0,3431,2
1982.0,3543,22
1982.0,3688,12
1982.0,3938,1
1982.0,4039,13
1982.0,4041,11
1982.0,4280,10
1982.0,4361,29
1982.0,4535,5
1982.0,4697,4
1982.0,4915,4
1982.0,4929,5
1982.0,5038,1
1982.0,5049,16
1982.0,5288,2
1982.0,5778,1
1982.0,5918,1
1982.0,5923,2
1982.0,5926,1
1982.0,5927,4
1982.0,5932,3
1982.0,5933,1
1982.0,5936,1
1982.0,5938,4
1982.0,5940,5
1982.0,6037,1
1982.0,6077,1
1982.0,6078,2
1982.0,6084,1
1982.0,6091,1
1982.0,6092,1
1982.0,6093,4
1982.0,6095,2
1982.0,6096,1
1982.0,6100,1
1982.0,6101,6
1982.0,6103,1
1982.0,6104,10
1982.0,6105,1
1982.0,6107,1
1982.0,6109,1
1982.0,6114,1
1982.0,6115,3
1982.0,6116,1
1982.0,6121,1
1982.0,6122,3
1982.0,6124,1
1982.0,6125,3
1982.0,6126,2
1982.0,6127,2
1982.0,6132,1
1982.0,6133,1
1982.0,6140,2
1982.0,6143,1
1982.0,6148,1
1982.0,32840,2
1982.0,49817,1
1982.0,58904,1
1982.0,81660,1
1982.0,91488,1
1982.0,102252,1
1982.0,128846,1
1983.0,1210,217
1983.0,1231,45
1983.0,1238,17
1983.0,1289,13
1983.0,1323,4
1983.0,1389,12
1983.0,1958,34
1983.0,2070,13
1983.0,2097,6
1983.0,2111,13
1983.0,2114,23
1983.0,2118,20
1983.0,2121,9
1983.0,2241,6
1983.0,2352,36
1983.0,2517,8
1983.0,2642,24
1983.0,2795,30
1983.0,2804,75
1983.0,2855,1
1983.0,2897,1
1983.0,2902,4
1983.0,2915,42
1983.0,2942,30
1983.0,3039,48
1983.0,3331,1
1983.0,3347,6
1983.0,3497,2
1983.0,3550,3
1983.0,3584,4
1983.0,3591,18
1983.0,3689,5
1983.0,3691,2
1983.0,3843,2
1983.0,3846,1
1983.0,4262,49
1983.0,4275,7
1983.0,4353,1
1983.0,4589,2
1983.0,4809,5
1983.0,4957,1
1983.0,4987,1
1983.0,5012,3
1983.0,5041,1
1983.0,5054,3
1983.0,5101,1
1983.0,5226,1
1983.0,5248,2
1983.0,5360,3
1983.0,5650,10
1983.0,5694,4
1983.0,6001,10
1983.0,6123,2
1983.0,6638,4
1983.0,6774,7
1983.0,6807,37
1983.0,6979,33
1983.0,6989,3
1983.0,7570,5
1983.0,7573,7
1983.0,7759,1
1983.0,7934,6
1983.0,8183,4
1983.0,8722,1
1983.0,8823,1
1983.0,8827,7
1983.0,26462,1
1983.0,26464,1
1983.0,26467,1
1983.0,26471,1
1983.0,26480,1
1983.0,26485,1
1983.0,26487,1
1983.0,26492,1
1983.0,31035,2
1983.0,32444,2
1983.0,33021,1
1983.0,42946,1
1983.0,48198,1
1983.0,100306,1
1983.0,152173,1
1984.0,1225,100
1984.0,1227,22
1984.0,1240,158
1984.0,1288,82
1984.0,1299,35
1984.0,1305,12
1984.0,1347,32
1984.0,1375,54
1984.0,1965,32
1984.0,1977,6
1984.0,2003,47
1984.0,2021,30
1984.0,2100,52
1984.0,2115,98
1984.0,2117,13
1984.0,2122,11
1984.0,2144,46
1984.0,2161,38
1984.0,2257,2
1984.0,2259,11
1984.0,2311,15
1984.0,2347,3
1984.0,2364,4
1984.0,2378,22
1984.0,2397,2
1984.0,2406,65
1984.0,2420,38
1984.0,2613,5
1984.0,2716,147
1984.0,2852,6
1984.0,2859,5
1984.0,2928,3
1984.0,2945,1
1984.0,3041,1
1984.0,3070,11
1984.0,3098,35
1984.0,3109,1
1984.0,3110,3
1984.0,3111,9
1984.0,3206,4
1984.0,3308,10
1984.0,3342,7
1984.0,3398,11
1984.0,3441,14
1984.0,3525,5
1984.0,3683,24
1984.0,3699,22
1984.0,3700,3
1984.0,3708,3
1984.0,3766,3
1984.0,3770,3
1984.0,3791,24
1984.0,3877,5
1984.0,3925,8
1984.0,3937,2
1984.0,4000,1
1984.0,4085,51
1984.0,4214,14
1984.0,4222,1
1984.0,4397,1
1984.0,4690,2
1984.0,4692,1
1984.0,4971,3
1984.0,5040,5
1984.0,5061,3
1984.0,5276,1
1984.0,5277,1
1984.0,5344,2
1984.0,5428,1
1984.0,5500,12
1984.0,5568,3
1984.0,6039,2
1984.0,6348,1
1984.0,6349,1
1984.0,6628,1
1984.0,6814,1
1984.0,6828,1
1984.0,6991,1
1984.0,7087,2
1984.0,7099,20
1984.0,7283,2
1984.0,7616,2
1984.0,7947,1
1984.0,7983,4
1984.0,8266,1
1984.0,8591,1
1984.0,8610,6
1984.0,8633,8
1984.0,26472,3
1984.0,26494,3
1984.0,26501,1
1984.0,26505,1
1984.0,26509,1
1984.0,26513,1
1984.0,26524,4
1984.0,32825,2
1984.0,42351,1
1984.0,71804,1
1984.0,110858,1
1985.0,980,1
1985.0,1199,62
1985.0,1217,26
1985.0,1257,24
1985.0,1270,226
1985.0,1297,20
1985.0,1300,19
1985.0,1674,56
1985.0,1959,30
1985.0,1968,117
1985.0,1969,8
1985.0,1978,2
1985.0,2005,51
1985.0,2033,12
1985.0,2065,21
1985.0,2069,9
1985.0,2073,5
1985.0,2077,6
1985.0,2086,1
1985.0,2093,9
1985.0,2134,36
1985.0,2143,15
1985.0,2146,18
1985.0,2344,6
1985.0,2369,35
1985.0,2370,3
1985.0,2371,28
1985.0,2373,6
1985.0,2376,19
1985.0,2377,2
1985.0,2379,19
1985.0,2399,2
1985.0,2401,7
1985.0,2402,14
1985.0,2405,31
1985.0,2407,43
1985.0,2411,21
1985.0,2413,19
1985.0,2414,9
1985.0,2615,3
1985.0,2655,1
1985.0,2739,31
1985.0,2758,1
1985.0,2787,8
1985.0,2794,16
1985.0,2867,10
1985.0,3018,14
1985.0,3102,10
1985.0,3169,13
1985.0,3214,1
1985.0,3223,4
1985.0,3251,10
1985.0,3385,3
1985.0,3399,1
1985.0,3401,4
1985.0,3402,1
1985.0,3432,1
1985.0,3479,21
1985.0,3501,8
1985.0,3608,29
1985.0,3637,1
1985.0,3685,15
1985.0,3690,5
1985.0,3693,5
1985.0,3704,19
1985.0,3816,3
1985.0,3819,5
1985.0,3961,3
1985.0,4001,1
1985.0,4010,11
1985.0,4219,4
1985.0,4276,3
1985.0,4293,2
1985.0,4442,1
1985.0,4533,5
1985.0,4565,1
1985.0,4691,1
1985.0,4949,2
1985.0,4952,2
1985.0,5278,1
1985.0,5335,1
1985.0,5367,3
1985.0,5433,2
1985.0,5471,1
1985.0,5538,1
1985.0,5736,1
1985.0,6345,5
1985.0,6582,3
1985.0,6636,2
1985.0,6664,5
1985.0,6718,2
1985.0,6731,6
1985.0,6744,2
1985.0,6786,4
1985.0,6803,1
1985.0,6818,2
1985.0,6896,1
1985.0,6906,1
1985.0,6964,1
1985.0,7027,5
1985.0,7036,8
1985.0,7040,2
1985.0,7083,1
1985.0,7307,1
1985.0,7308,2
1985.0,7340,1
1985.0,7419,8
1985.0,7481,4
1985.0,7566,4
1985.0,7615,2
1985.0,7743,2
1985.0,8392,1
1985.0,8880,4
1985.0,8884,1
1985.0,9004,1
1985.0,26528,4
1985.0,26547,2
1985.0,26554,2
1985.0,26555,3
1985.0,26562,2
1985.0,26581,1
1985.0,36152,1
1985.0,58520,1
1985.0,97817,1
1985.0,114122,1
1986.0,1090,68
1986.0,1101,74
1986.0,1131,17
1986.0,1132,16
1986.0,1200,125
1986.0,1259,112
1986.0,1273,19
1986.0,1275,49
1986.0,1296,31
1986.0,1330,7
1986.0,1349,2
1986.0,1376,65
1986.0,1967,36
1986.0,1979,4
1986.0,1995,8
1986.0,2046,17
1986.0,2048,4
1986.0,2076,41
1986.0,2119,6
1986.0,2141,26
1986.0,2145,42
1986.0,2147,5
1986.0,2148,6
1986.0,2159,8
1986.0,2260,2
1986.0,2261,4
1986.0,2262,17
1986.0,2312,15
1986.0,2345,4
1986.0,2348,11
1986.0,2349,11
1986.0,2368,3
1986.0,2374,8
1986.0,2375,22
1986.0,2380,15
1986.0,2415,2
1986.0,2416,14
1986.0,2417,5
1986.0,2418,6
1986.0,2419,3
1986.0,2421,27
1986.0,2450,12
1986.0,2453,7
1986.0,2455,47
1986.0,2457,5
1986.0,2458,5
1986.0,2460,5
1986.0,2463,20
1986.0,2464,2
1986.0,2465,2
1986.0,2467,23
1986.0,2468,15
1986.0,2469,22
1986.0,2470,60
1986.0,2472,4
1986.0,2473,9
1986.0,2474,17
1986.0,2475,4
1986.0,2476,3
1986.0,2478,31
1986.0,2734,18
1986.0,2735,18
1986.0,2736,14
1986.0,2738,6
1986.0,2741,3
1986.0,2745,10
1986.0,2746,45
1986.0,2749,5
1986.0,2786,2
1986.0,2815,6
1986.0,2846,9
1986.0,2903,3
1986.0,2918,133
1986.0,2938,3
1986.0,2992,1
1986.0,3112,3
1986.0,3360,27
1986.0,3390,2
1986.0,3422,8
1986.0,3442,2
1986.0,3459,2
1986.0,3465,1
1986.0,3480,7
1986.0,3491,1
1986.0,3692,2
1986.0,3696,3
1986.0,3707,10
1986.0,3740,22
1986.0,3763,21
1986.0,3941,1
1986.0,4006,9
1986.0,4043,2
1986.0,4180,1
1986.0,4210,10
1986.0,4218,4
1986.0,4355,2
1986.0,4407,2
1986.0,4410,3
1986.0,4492,4
1986.0,4545,14
1986.0,4753,1
1986.0,4812,1
1986.0,4981,2
1986.0,5342,1
1986.0,5539,1
1986.0,5548,2
1986.0,6201,2
1986.0,6308,4
1986.0,6315,2
1986.0,6350,22
1986.0,6473,2
1986.0,6644,1
1986.0,6800,1
1986.0,6993,15
1986.0,7011,1
1986.0,7042,4
1986.0,7815,1
1986.0,7984,1
1986.0,8743,1
1986.0,8933,3
1986.0,26564,2
1986.0,26574,1
1986.0,26578,1
1986.0,26585,2
1986.0,31000,1
1986.0,42191,1
1986.0,43838,1
1986.0,75823,1
1986.0,80717,1
1986.0,89045,1
1987.0,1088,53
1987.0,1197,163
1987.0,1202,7
1987.0,1211,19
1987.0,1222,104
1987.0,1255,12
1987.0,1261,33
1987.0,1290,12
1987.0,1332,7
1987.0,1394,70
1987.0,1395,14
1987.0,1960,31
1987.0,1970,5
1987.0,1988,2
1987.0,2000,90
1987.0,2133,22
1987.0,2149,2
1987.0,2164,2
1987.0,2194,78
1987.0,2243,36
1987.0,2244,1
1987.0,2381,14
1987.0,2449,2
1987.0,2451,3
1987.0,2643,12
1987.0,2748,5
1987.0,2750,22
1987.0,2751,2
1987.0,2752,5
1987.0,2753,3
1987.0,2754,1
1987.0,2755,2
1987.0,2880,1
1987.0,2956,6
1987.0,2972,2
1987.0,2985,58
1987.0,3017,5
1987.0,3033,58
1987.0,3042,3
1987.0,3072,37
1987.0,3090,6
1987.0,3094,3
1987.0,3101,49
1987.0,3329,1
1987.0,3388,9
1987.0,3391,3
1987.0,3393,1
1987.0,3394,4
1987.0,3395,5
1987.0,3448,53
1987.0,3478,12
1987.0,3505,11
1987.0,3527,53
1987.0,3547,4
1987.0,3576,2
1987.0,3673,2
1987.0,3698,24
1987.0,3706,14
1987.0,3715,3
1987.0,3716,2
1987.0,3727,5
1987.0,3777,2
1987.0,3917,11
1987.0,3939,1
1987.0,3962,2
1987.0,4002,36
1987.0,4005,5
1987.0,4007,20
1987.0,4037,8
1987.0,4079,1
1987.0,4080,5
1987.0,4081,4
1987.0,4082,1
1987.0,4084,14
1987.0,4086,4
1987.0,4088,1
1987.0,4089,1
1987.0,4090,8
1987.0,4091,5
1987.0,4092,1
1987.0,4095,2
1987.0,4098,2
1987.0,4101,1
1987.0,4102,9
1987.0,4103,14
1987.0,4104,2
1987.0,4106,1
1987.0,4108,1
1987.0,4109,2
1987.0,4111,3
1987.0,4114,1
1987.0,4115,1
1987.0,4116,5
1987.0,4117,6
1987.0,4121,11
1987.0,4122,1
1987.0,4123,1
1987.0,4124,6
1987.0,4126,3
1987.0,4128,20
1987.0,4130,5
1987.0,4131,1
1987.0,4132,12
1987.0,4133,3
1987.0,4135,3
1987.0,4136,1
1987.0,4139,1
1987.0,4140,1
1987.0,4215,1
1987.0,4297,3
1987.0,4332,1
1987.0,4333,12
1987.0,4529,2
1987.0,4566,2
1987.0,4670,2
1987.0,4988,1
1987.0,5308,19
1987.0,5404,2
1987.0,5521,1
1987.0,5553,2
1987.0,6415,1
1987.0,6525,3
1987.0,6791,5
1987.0,6816,2
1987.0,7016,1
1987.0,7026,1
1987.0,7046,7
1987.0,7102,4
1987.0,7198,1
1987.0,7305,1
1987.0,7411,2
1987.0,7478,3
1987.0,7878,1
1987.0,7987,1
1987.0,8123,1
1987.0,8128,4
1987.0,8169,7
1987.0,8574,2
1987.0,8614,4
1987.0,8623,13
1987.0,26599,1
1987.0,26603,2
1987.0,26606,2
1987.0,32515,1
1987.0,45987,1
1987.0,51207,1
1987.0,74282,2
1987.0,77291,1
1987.0,80599,1
1987.0,95147,1
1987.0,103813,1
1987.0,159462,1
1988.0,709,12
1988.0,1036,151
1988.0,1079,89
1988.0,1189,20
1988.0,1216,5
1988.0,1274,34
1988.0,1295,17
1988.0,1378,28
1988.0,1961,119
1988.0,1971,3
1988.0,1980,1
1988.0,1985,5
1988.0,1991,10
1988.0,1996,4
1988.0,2020,34
1988.0,2022,13
1988.0,2173,3
1988.0,2174,104
1988.0,2193,42
1988.0,2245,25
1988.0,2246,1
1988.0,2247,16
1988.0,2263,8
1988.0,2382,13
1988.0,2404,13
1988.0,2408,8
1988.0,2471,22
1988.0,2551,12
1988.0,2733,3
1988.0,2796,9
1988.0,2797,107
1988.0,2802,10
1988.0,2816,4
1988.0,2868,2
1988.0,2900,3
1988.0,2926,21
1988.0,2987,108
1988.0,3067,14
1988.0,3071,11
1988.0,3087,30
1988.0,3104,29
1988.0,3138,4
1988.0,3142,5
1988.0,3197,4
1988.0,3211,2
1988.0,3343,2
1988.0,3361,44
1988.0,3370,1
1988.0,3412,8
1988.0,3423,1
1988.0,3444,4
1988.0,3449,2
1988.0,3496,2
1988.0,3577,4
1988.0,3613,2
1988.0,3680,3
1988.0,3687,1
1988.0,3701,16
1988.0,3710,1
1988.0,3714,2
1988.0,3768,1
1988.0,3837,1
1988.0,3840,2
1988.0,3868,35
1988.0,3918,4
1988.0,4003,2
1988.0,4009,4
1988.0,4012,4
1988.0,4062,7
1988.0,4066,9
1988.0,4181,1
1988.0,4322,13
1988.0,4326,11
1988.0,4462,1
1988.0,4464,5
1988.0,4465,7
1988.0,4466,1
1988.0,4467,13
1988.0,4469,1
1988.0,4470,1
1988.0,4471,1
1988.0,4473,1
1988.0,4474,6
1988.0,4475,1
1988.0,4477,1
1988.0,4478,6
1988.0,4479,1
1988.0,4480,4
1988.0,4482,4
1988.0,4483,4
1988.0,4486,3
1988.0,4487,6
1988.0,4488,4
1988.0,4489,24
1988.0,4490,2
1988.0,4491,1
1988.0,4493,1
1988.0,4495,4
1988.0,4496,3
1988.0,4498,1
1988.0,4499,21
1988.0,4500,1
1988.0,4501,3
1988.0,4502,3
1988.0,4503,4
1988.0,4506,4
1988.0,4508,5
1988.0,4509,2
1988.0,4511,1
1988.0,4515,2
1988.0,4516,2
1988.0,4518,2
1988.0,4519,5
1988.0,4520,3
1988.0,4521,1
1988.0,4522,1
1988.0,4523,2
1988.0,4524,1
1988.0,4526,5
1988.0,4527,1
1988.0,4528,1
1988.0,4531,2
1988.0,4532,2
1988.0,4534,2
1988.0,4537,4
1988.0,4538,1
1988.0,4539,1
1988.0,4541,1
1988.0,4543,1
1988.0,4544,3
1988.0,4546,5
1988.0,4550,1
1988.0,4552,4
1988.0,4553,3
1988.0,4555,1
1988.0,4557,9
1988.0,4558,11
1988.0,4559,1
1988.0,4560,1
1988.0,4561,1
1988.0,4562,2
1988.0,4563,5
1988.0,4587,7
1988.0,4703,3
1988.0,4859,1
1988.0,5305,1
1988.0,5641,1
1988.0,5643,1
1988.0,5690,14
1988.0,5971,26
1988.0,6244,2
